,Unnamed: 0,headline,url,date,stock,website_name,article_body
13,297,Dividend Stock Spotlight: Texas Instruments,https://www.benzinga.com/node/14805330,2019-11-14,AVGO,benzinga,
14,298,"Fairfield Research Corp Buys The Walt Disney Co, L'Harris Technologies Inc, Honeywell ...",https://www.benzinga.com/node/14799225,2019-11-13,AVGO,benzinga,
15,299,"Numen Capital LLP Buys Zscaler Inc, Sells Anadarko Petroleum Corp, Tim Participacoes SA, ...",https://www.benzinga.com/node/14789881,2019-11-12,AVGO,benzinga,
16,303,Nasdaq (Top 30 Weights) Earnings Estimates/Revisions,https://www.benzinga.com/node/14771184,2019-11-08,AVGO,benzinga,
17,304,"Sarasin & Partners LLP Buys Broadcom Inc, Weyerhaeuser Co, Accenture PLC, Sells 'M Co, ...",https://www.benzinga.com/node/14769538,2019-11-08,AVGO,benzinga,
18,305,"Seatown Holdings Pte. Ltd. Buys McDonald's Corp, Broadcom Inc, Sherwin-Williams Co, Sells ...",https://www.benzinga.com/node/14766546,2019-11-08,AVGO,benzinga,
19,318,ishares PHLX Semiconductor ETF: What's ahead for SOXX?,https://www.benzinga.com/node/14718435,2019-11-04,AVGO,benzinga,
20,324,"Deltec Asset Management Llc Buys American Airlines Group Inc, Fiserv Inc, Dell Technologies ...",https://www.benzinga.com/node/14659744,2019-10-24,AVGO,benzinga,
21,326,"Regions Financial Corp Buys DuPont de Nemours Inc, Sysco Corp, Broadcom Inc, Sells Air Products ...",https://www.benzinga.com/node/14657693,2019-10-24,AVGO,benzinga,
22,330,"Legacy Capital Partners, Inc. Buys Newell Brands Inc, Bristol-Myers Squibb Company, Discovery ...",https://www.benzinga.com/node/14638864,2019-10-22,AVGO,benzinga,
23,333,"Nli International Inc Buys Ameriprise Financial Inc, Norfolk Southern Corp, Verizon ...",https://www.benzinga.com/node/14631798,2019-10-21,AVGO,benzinga,
24,337,"Country Club Trust Company, n.a. Buys Molson Coors Brewing Co, DuPont de Nemours Inc, iShares ...",https://www.benzinga.com/node/14622513,2019-10-18,AVGO,benzinga,
25,338,Broadcom Inc (AVGO) President and CEO Hock E Tan Sold $5.8 million of Shares,https://www.benzinga.com/node/14616821,2019-10-17,AVGO,benzinga,
26,339,"Regent Investment Management LLC Buys Qualcomm Inc, VeriSign Inc, iShares Russell —……… ...",https://www.benzinga.com/node/14616656,2019-10-17,AVGO,benzinga,
27,340,Two Notable Upgrades and Downgrades,https://www.benzinga.com/node/14614271,2019-10-17,AVGO,benzinga,
28,341,"Pacific Edge Advisors, LLC Buys SPDR S&P 5…… ETF Trust, iShares Core U.S. ...",https://www.benzinga.com/node/14610543,2019-10-17,AVGO,benzinga,
29,347,Semis – New All-Time Highs…Barely,https://www.benzinga.com/node/14600375,2019-10-15,AVGO,benzinga,
30,349,"SeaCrest Wealth Management, LLC Buys SPDR Barclays Long Term Treasury ETF, First Trust Dow ...",https://www.benzinga.com/node/14599920,2019-10-15,AVGO,benzinga,
31,350,"Ferguson Wellman Capital Management, Inc Buys Verizon Communications Inc, Analog Devices Inc, ...",https://www.benzinga.com/node/14598608,2019-10-15,AVGO,benzinga,
32,354,"Foster Victor Wealth Advisors, LLC Buys Valero Energy Corp, Keurig Dr Pepper Inc, Broadcom Inc, ...",https://www.benzinga.com/node/14584965,2019-10-11,AVGO,benzinga,
33,357,"American National Bank Buys United Rentals Inc, KLA Corp, Delta Air Lines Inc, Sells Aflac Inc, ...",https://www.benzinga.com/node/14577818,2019-10-10,AVGO,benzinga,
34,359,"Bell & Brown Wealth Advisors, LLC Buys Alphabet Inc, Broadcom Inc, Ulta Beauty Inc, Sells ...",https://www.benzinga.com/node/14571108,2019-10-09,AVGO,benzinga,
35,360,Technology Sector Earnings Estimates/Revisions,https://www.benzinga.com/node/14568742,2019-10-09,AVGO,benzinga,
36,366,5 Underperforming Guru Stocks,https://www.benzinga.com/node/14564578,2019-10-08,AVGO,benzinga,
37,367,5 Underperforming Gurus' Stocks,https://www.benzinga.com/node/14562405,2019-10-08,AVGO,benzinga,
38,391,Adjusting Your Short Strangles Throughout The Options Cycle,https://www.benzinga.com/node/14470238,2019-09-23,AVGO,benzinga,
39,392,Broadcom Delivers Industry's First Dual 4……G MACSec PHY for Hyper-scale Data Center and ...,https://www.benzinga.com/node/14469905,2019-09-23,AVGO,benzinga,
40,404,Trade Alerts And Technical Analysis Update,https://www.benzinga.com/node/14432006,2019-09-13,AVGO,benzinga,
41,406,"Most Active Equity Options For Midday - Friday, September 13",https://www.benzinga.com/node/14430017,2019-09-13,AVGO,benzinga,
42,412,Stocks Rise and Yields Rise As Draghi Fails To Impress The Market,https://www.benzinga.com/node/14426751,2019-09-12,AVGO,benzinga,
43,421,Stocks May See A Massive Break Out Back To All-Time Highs and Beyond,https://www.benzinga.com/node/14418984,2019-09-11,AVGO,benzinga,
44,451,Tracking Earnings Estimates/Revisions For 30 Nasdaq Stocks,https://www.benzinga.com/node/14346008,2019-08-28,AVGO,benzinga,
45,459,Stocks Are Poised To See A Big Break Out On August 22,https://www.benzinga.com/node/14310993,2019-08-22,AVGO,benzinga,
46,485,Latest Broadcom Deal Combines Two Bad Ideas In One,https://www.benzinga.com/node/14244507,2019-08-09,AVGO,benzinga,
47,512,"Week In Review: How Trump's Policies Moved Stocks - July 28th, 2019",https://www.benzinga.com/node/14147979,2019-07-28,AVGO,benzinga,
48,576,5 Monster Stocks To Watch For The July 3 Trading Day,https://www.benzinga.com/node/14027070,2019-07-03,AVGO,benzinga,
49,602,EU Opens Formal Antitrust Investigation Into Broadcom,https://www.benzinga.com/node/13985764,2019-06-26,AVGO,benzinga,
50,613,"Hot Options Report For End Of Day - Thursday, June 20",https://www.benzinga.com/node/13953783,2019-06-20,AVGO,benzinga,
51,626,The Stock Market Is Pointing To a Higher Opening On June 17,https://www.benzinga.com/node/13929833,2019-06-17,AVGO,benzinga,
52,629,Week In Review: How Trump's Policies Moved Stocks - June 15 2019,https://www.benzinga.com/node/13926638,2019-06-15,AVGO,benzinga,
53,630,"Wall Street's Top Stories For Friday, June 14, 2019",https://www.benzinga.com/node/13926639,2019-06-14,AVGO,benzinga,
54,632,"AskSlim Market Week - Friday, June 14",https://www.benzinga.com/node/13924804,2019-06-14,AVGO,benzinga,
55,636,Broadcom Leads Chip Stocks Lower Following 'Truly Depressing' Quarterly Report,https://www.benzinga.com/node/13923562,2019-06-14,AVGO,benzinga,
56,645,Small Caps Lead The Charge Higher And Maybe More On The Way,https://www.benzinga.com/node/13920093,2019-06-13,AVGO,benzinga,
57,654,Stocks May Be Getting Ready To Take Their Next Leg Higher,https://www.benzinga.com/node/13913282,2019-06-12,AVGO,benzinga,
58,663,Stocks Will Try to Make 6 Up Days In A Row On June 11,https://www.benzinga.com/node/13902180,2019-06-11,AVGO,benzinga,
59,683,May 2019 Portfolio Analytics,https://www.benzinga.com/node/13854873,2019-06-03,AVGO,benzinga,
60,687,"Top Five Weekend Stock Stories - June 2, 2019",https://www.benzinga.com/node/13846592,2019-06-02,AVGO,benzinga,
61,689,Latest Dividend Stock Watch List,https://www.benzinga.com/node/13846567,2019-06-01,AVGO,benzinga,
62,704,Why May 23 Could Be A Big Turning Point For The Stock Market,https://www.benzinga.com/node/13793094,2019-05-22,AVGO,benzinga,
63,714,Chip Stock to Weigh The Stock Market Down On May 20,https://www.benzinga.com/node/13772399,2019-05-20,AVGO,benzinga,
64,718,Stocks Fall On May 17 As Twitter Sunday Looms On The Horizon,https://www.benzinga.com/node/13768537,2019-05-17,AVGO,benzinga,
65,731,Monthly Portfolio Review; A New Buy And Hold Position,https://www.benzinga.com/node/13721388,2019-05-11,AVGO,benzinga,
66,754,"Starbucks Downgrade, Cannabis Initiations Among Today's Top Analyst Calls",https://www.benzinga.com/node/13608503,2019-04-26,AVGO,benzinga,
67,779,"The Break Out Is So Close, Yet It Seems So Far As Stock Stall Again",https://www.benzinga.com/node/13526687,2019-04-11,AVGO,benzinga,
68,794,15 Dividend-Paying Blue Chips To Buy For The Long Run,https://www.benzinga.com/node/13455048,2019-03-30,AVGO,benzinga,
69,814,"The Fed, FedEx, Amazon, and Micron Will Drive Trading on March 20",https://www.benzinga.com/node/13394123,2019-03-20,AVGO,benzinga,
70,817,"Hot Options Report For End Of Day - Tuesday, March 19",https://www.benzinga.com/node/13390181,2019-03-19,AVGO,benzinga,
71,832,The Bulls Break Loose As Stocks Resume Their Path Higher,https://www.benzinga.com/node/13373834,2019-03-15,AVGO,benzinga,
72,838,"Stocks Are Set To Break Out Pushing The S&P 500 Towards 2,900",https://www.benzinga.com/node/13368289,2019-03-15,AVGO,benzinga,
73,847,Will The Stock Market Finally Break Out On March 15?,https://www.benzinga.com/node/13365072,2019-03-14,AVGO,benzinga,
74,886,Top Five Weekend Stock Stories - Feb 24,https://www.benzinga.com/node/13233328,2019-02-24,AVGO,benzinga,
75,888,"19 Opportunities In Electronic Technology, The Future Of Everything",https://www.benzinga.com/node/13232498,2019-02-23,AVGO,benzinga,
76,890,8 Stocks That Will Move The Market On Feb. 22,https://www.benzinga.com/node/13227404,2019-02-22,AVGO,benzinga,
77,902,Algo's Are Gushing Over Nvidia's Horrible Results And Guidance,https://www.benzinga.com/node/13183051,2019-02-14,AVGO,benzinga,
78,918,"It Is Official Amazon Is Now A Slowing Growth Story, Plus More",https://www.benzinga.com/node/13080815,2019-02-01,AVGO,benzinga,
79,927,"NVDA And CAT Hammered On Warnings, Soft Demand In China",https://www.benzinga.com/node/13052126,2019-01-28,AVGO,benzinga,
80,952,"Global Semiconductor Sector Set To Grow, Though Casualties Likely To Continue",https://www.benzinga.com/node/12955732,2019-01-08,AVGO,benzinga,
81,972,Learning Technical Analysis And How To Read The Stock Charts In 2019,https://www.benzinga.com/node/12912323,2018-12-30,AVGO,benzinga,
82,974,Five Stocks To Add In 2019,https://www.benzinga.com/node/12912102,2018-12-30,AVGO,benzinga,
83,1003,Weekly Commentary: The Perils Of Inflationism,https://www.benzinga.com/node/12856396,2018-12-15,AVGO,benzinga,
84,1004,"AskSlim Market Week - Friday, Dec.14",https://www.benzinga.com/node/12855790,2018-12-14,AVGO,benzinga,
85,1029,"Morning Call For Friday, Dec. 7",https://www.benzinga.com/node/12815039,2018-12-07,AVGO,benzinga,
86,1038,Lululemon Drops On Slightly Weak Guidance,https://www.benzinga.com/node/12813149,2018-12-06,AVGO,benzinga,
87,1053,"Morning Call For Monday, Dec. 3",https://www.benzinga.com/node/12786373,2018-12-03,AVGO,benzinga,
88,1076,3 Rising Chip Stocks To Know Now,https://www.benzinga.com/node/12721520,2018-11-19,AVGO,benzinga,
89,1776,The Vetr community has downgraded $AVGO to 4-Stars,https://www.benzinga.com/node/10976970,2018-01-03,AVGO,benzinga,
90,2001,Broadcom Plunges Despite Strong Q2 Numbers,https://www.benzinga.com/node/9979258,2017-08-25,AVGO,benzinga,
91,2002,Broadcom Plunges Despite Strong Q2 Numbers,https://www.benzinga.com/node/9979259,2017-08-25,AVGO,benzinga,
92,2023,The One-Week Pre-earnings Momentum Trade in Broadcom (AVGO),https://www.benzinga.com/node/9926854,2017-08-14,AVGO,benzinga,
93,2186,"American National Bank Buys Aflac, Broadcom, Spectrum Brands Holdings, Sells NXP Semiconductors ...",https://www.benzinga.com/node/9302544,2017-04-14,AVGO,benzinga,
94,2187,"Capital City Trust Co Buys Enbridge, Vanguard High Dividend Yield ETF - DNQ, iShares Core ...",https://www.benzinga.com/node/9302549,2017-04-14,AVGO,benzinga,
95,2402,Broadcom (AVGO) Leaps on Q4 Earnings,https://www.benzinga.com/node/8791699,2016-12-09,AVGO,benzinga,
96,2417,Broadcom (AVGO) Gains Ahead of Earnings,https://www.benzinga.com/node/8786680,2016-12-08,AVGO,benzinga,
97,2731,Riding Winners To A Fault,https://www.benzinga.com/node/15007798,2019-12-17,AXP,benzinga,
98,2737,Leading US Indexes Close Higher Friday and for the Week of Dec. –',https://www.benzinga.com/node/14991862,2019-12-13,AXP,benzinga,
99,2746,US Indexes Close Higher Friday After Jobs Report,https://www.benzinga.com/node/14949783,2019-12-06,AXP,benzinga,
100,2747,American Express Co (AXP) Chairman and CEO Stephen J Squeri Sold $–.8 million of Shares,https://www.benzinga.com/node/14934527,2019-12-04,AXP,benzinga,
101,2750,US Indexes Start the Month of December Lower,https://www.benzinga.com/node/14916077,2019-12-02,AXP,benzinga,
102,2753,Inefficient Market Theory: An American Express Case Study,https://www.benzinga.com/node/14879077,2019-11-25,AXP,benzinga,
103,2754,Inefficient Market Theory: Finding 'Foolish' Bargains,https://www.benzinga.com/node/14861350,2019-11-21,AXP,benzinga,
104,2759,"Dodge & Cox Buys Encana, Acquires More Occidental",https://www.benzinga.com/node/14823383,2019-11-15,AXP,benzinga,
105,2762,"Kcm Investment Advisors Llc Buys L'Harris Technologies Inc, Real Estate Select Sector SPDR ...",https://www.benzinga.com/node/14819359,2019-11-15,AXP,benzinga,
106,2763,"Eminence Capital Llc Buys Raymond James Financial Inc, Cigna Corp, Capri Holdings, Sells Tyson ...",https://www.benzinga.com/node/14818332,2019-11-15,AXP,benzinga,
107,2765,Mario Gabelli's Gabelli Value —5 Fund 'rd-Quarter Shareholder Commentary,https://www.benzinga.com/node/14813875,2019-11-14,AXP,benzinga,
108,2766,Mario Gabelli Comments on American Express,https://www.benzinga.com/node/14813535,2019-11-14,AXP,benzinga,
109,2767,Mario Gabelli's Gabelli Asset Fund 'rd-Quarter Shareholder Commentary,https://www.benzinga.com/node/14813534,2019-11-14,AXP,benzinga,
110,2769,"Theleme Partners LLP Buys United Rentals Inc, ICICI Bank, Boeing Co, Sells KLA Corp, Charles ...",https://www.benzinga.com/node/14803932,2019-11-13,AXP,benzinga,
111,2770,"Standard Life Aberdeen plc Buys Fidelity National Information Services Inc, Fiserv Inc, AbbVie ...",https://www.benzinga.com/node/14803740,2019-11-13,AXP,benzinga,
112,2771,"Bluestein R H & Co Buys ConocoPhillips, L'Harris Technologies Inc, SPDR S&P 5…… ...",https://www.benzinga.com/node/14800458,2019-11-13,AXP,benzinga,
113,2772,"HS Management Partners, LLC Buys Domino's Pizza Inc, Facebook Inc, Ulta Beauty Inc, Sells ...",https://www.benzinga.com/node/14799218,2019-11-13,AXP,benzinga,
114,2773,"Quadrant Private Wealth Management, LLC Buys SPDR Gold Trust, Colgate-Palmolive Co, The Kroger ...",https://www.benzinga.com/node/14788852,2019-11-12,AXP,benzinga,
115,2774,"Altshuler Shaham Ltd Buys Wix.com, Cisco Systems Inc, Carnival Corp, Sells Gazit-Globe, ...",https://www.benzinga.com/node/14783067,2019-11-12,AXP,benzinga,
116,2775,"Bls Capital Fondsmaeglerselskab A Buys Wells Fargo, Expeditors International of Washington Inc, ...",https://www.benzinga.com/node/14783073,2019-11-12,AXP,benzinga,
117,2777,"Wellesley Investment Partners, LLC Buys Vanguard Short-Term Bond ETF, iShares Core MSCI ...",https://www.benzinga.com/node/14769534,2019-11-08,AXP,benzinga,
118,2778,"Obermeyer Asset Management Co Buys Frontdoor Inc, Masimo Corp, Dolby Laboratories Inc, Sells ...",https://www.benzinga.com/node/14751528,2019-11-06,AXP,benzinga,
119,2779,"Clark Capital Management Group, Inc. Buys iShares iBoxx $ High Yield Corporate Bond ETF, SPDR ...",https://www.benzinga.com/node/14750916,2019-11-06,AXP,benzinga,
120,2796,"Thinking about trading options or stock in Adobe, TD Ameritrade, American Express, CSX, or Lowe's?",https://www.benzinga.com/node/14638165,2019-10-22,AXP,benzinga,
121,2800,US Indexes Close Higher Monday to Start the Week,https://www.benzinga.com/node/14631797,2019-10-21,AXP,benzinga,
122,2801,"Nli International Inc Buys Ameriprise Financial Inc, Norfolk Southern Corp, Verizon ...",https://www.benzinga.com/node/14631798,2019-10-21,AXP,benzinga,
123,2802,6 Stocks Outperforming the Market,https://www.benzinga.com/node/14630217,2019-10-21,AXP,benzinga,
124,2803,US Indexes Close Lower Friday After Weak China Data Report,https://www.benzinga.com/node/14623404,2019-10-18,AXP,benzinga,
125,2804,Berkshire's Top Holdings Report Earnings as Markets Dip on Macroeconomic Issues,https://www.benzinga.com/node/14623338,2019-10-18,AXP,benzinga,
126,2807,"Coastal Investment Advisors, Inc. Buys American Express Co, Procter & Gamble Co, Slack ...",https://www.benzinga.com/node/14621018,2019-10-18,AXP,benzinga,
127,2819,6 Stocks Trading With Low Price-Sales Ratios,https://www.benzinga.com/node/14615390,2019-10-17,AXP,benzinga,
128,2821,"Biltmore Family Office, LLC Buys Microsoft Corp, American Express Co, United Technologies Corp, ...",https://www.benzinga.com/node/14606079,2019-10-16,AXP,benzinga,
129,2823,Bank of America May Be Buffett's Favorite Stock in an Overvalued Market,https://www.benzinga.com/node/14604476,2019-10-16,AXP,benzinga,
130,2825,"Bristol John W & Co Inc Buys Charter Communications Inc, Corning Inc, International ...",https://www.benzinga.com/node/14598618,2019-10-15,AXP,benzinga,
131,2826,David Rolfe's Wedgewood Sells Longtime Holding Berkshire Hathaway,https://www.benzinga.com/node/14598290,2019-10-15,AXP,benzinga,
132,2837,"Lucia Wealth Services, LLC Buys Sprott Physical Gold Trust, SPDR Barclays Short Term Treasury ...",https://www.benzinga.com/node/14570221,2019-10-09,AXP,benzinga,
133,2839,"Packer & Co Ltd Buys American Express Co, Crown Holdings Inc, Alphabet Inc, Sells Ball ...",https://www.benzinga.com/node/14566614,2019-10-09,AXP,benzinga,
134,2840,Synchrony Financial: A Warren Buffett Holding Trading at a Discount,https://www.benzinga.com/node/14561775,2019-10-08,AXP,benzinga,
135,2851,"Thinking about buying stock in Aurora Cannabis, American Express, PepsiCo, Wells Fargo, or Walmart?",https://www.benzinga.com/node/14506184,2019-09-27,AXP,benzinga,
136,2854,' Long-Term Payers Declare Dividends,https://www.benzinga.com/node/14483574,2019-09-24,AXP,benzinga,
137,2856,US Indexes Close Mostly Flat Monday,https://www.benzinga.com/node/14476874,2019-09-23,AXP,benzinga,
138,2865,"Stocks For You To Swing-Trade: NOC, KEY, AXP",https://www.benzinga.com/node/14443311,2019-09-17,AXP,benzinga,
139,2868,Leave Home Without It,https://www.benzinga.com/node/14438327,2019-09-16,AXP,benzinga,
140,2877,A Deep Dive Into the Dow Jones Industrial Average,https://www.benzinga.com/node/14419064,2019-09-12,AXP,benzinga,
141,2901,Warren Buffett's $50 Billion Apple Investment,https://www.benzinga.com/node/14288668,2019-08-17,AXP,benzinga,
142,2904,"The Essence Of Valuation Is Soundness, Not Rate Of Return",https://www.benzinga.com/node/14281821,2019-08-15,AXP,benzinga,
143,2924,Financials (Top 30 Weights) Earnings Estimates/Revisions,https://www.benzinga.com/node/14171459,2019-07-31,AXP,benzinga,
144,2926,"Munger And Icahn Make Oil Investing ""Easy""",https://www.benzinga.com/node/14163191,2019-07-30,AXP,benzinga,
145,2929,Don't Judge A Book By Its Cover,https://www.benzinga.com/node/14147839,2019-07-28,AXP,benzinga,
146,3035,Opportunities From Stocks Extending 52 Week Highs,https://www.benzinga.com/node/13761571,2019-05-16,AXP,benzinga,
147,3053,Berkshire Hathaway Annual Meeting 2019: Who is Judas Iscariot?,https://www.benzinga.com/node/13690681,2019-05-08,AXP,benzinga,
148,3071,Sector Charts – Financials,https://www.benzinga.com/node/13572715,2019-04-22,AXP,benzinga,
149,3072,Qualcomm Continues To Roll,https://www.benzinga.com/node/13572130,2019-04-22,AXP,benzinga,
150,3114,Underperforming Like It's 1999,https://www.benzinga.com/node/13429871,2019-03-27,AXP,benzinga,
151,3136,Just Do The Math: Why Demographics Means Thinking Long-Term,https://www.benzinga.com/node/13307120,2019-03-06,AXP,benzinga,
152,3162,Ph.D. in Used to Be,https://www.benzinga.com/node/13157591,2019-02-13,AXP,benzinga,
153,3175,It Ain't Easy Being a Bear,https://www.benzinga.com/node/13010541,2019-01-19,AXP,benzinga,
154,3185,Earnings Drop In NFLX And AXP. What's next?,https://www.benzinga.com/node/13004006,2019-01-17,AXP,benzinga,
155,3208,The Top Stocks On The Dow Jones,https://www.benzinga.com/node/12939155,2019-01-04,AXP,benzinga,
156,3212,ClaaP Meets CRaP,https://www.benzinga.com/node/12923398,2019-01-03,AXP,benzinga,
157,3254,"Did The ""Powell Put"" Change Anything?",https://www.benzinga.com/node/12783918,2018-12-01,AXP,benzinga,
158,3272,Well Known Facts Can Hurt You,https://www.benzinga.com/node/12736076,2018-11-20,AXP,benzinga,
159,3275,Here Are Warren Buffett's Top New Holdings,https://www.benzinga.com/node/12714278,2018-11-16,AXP,benzinga,
160,3289,Third Point Discloses New Position In American Express In Quarterly Letter,https://www.benzinga.com/node/12675080,2018-11-09,AXP,benzinga,
161,3983,American Express (AXP) Lower as Earnings Disappoint,https://www.benzinga.com/node/8928776,2017-01-20,AXP,benzinga,
162,3997,American Express Company (AXP) Down Ahead of Earnings,https://www.benzinga.com/node/8922894,2017-01-19,AXP,benzinga,
163,4130,American Express Company (AXP) Rises on Q3 Numbers,https://www.benzinga.com/node/8583495,2016-10-20,AXP,benzinga,
164,4145,American Express (AXP) Up as Earnings Loom,https://www.benzinga.com/node/8578353,2016-10-19,AXP,benzinga,
165,4269,American Express (AXP) Down Ahead of Earnings,https://www.benzinga.com/node/8237752,2016-07-20,AXP,benzinga,
166,4413,American Express (AXP) Gains as Earnings Lie Ahead,https://www.benzinga.com/node/7862580,2016-04-20,AXP,benzinga,
167,4485,"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS BAX, CGC, GRUB, SEE ...",https://www.benzinga.com/node/14992311,2019-12-13,BAX,benzinga,
168,4486,"Bronstein, Gewirtz & Grossman, LLC Reminds of Class Action Against Aurora Cannabis Inc. ...",https://www.benzinga.com/node/14989424,2019-12-13,BAX,benzinga,
169,4487,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Baxter International (BAX) Investors with ...",https://www.benzinga.com/node/14977124,2019-12-11,BAX,benzinga,
170,4488,"SHAREHOLDER ALERT: CLAIMSFILER REMINDS BAX, CGC, GRUB, PRU INVESTORS of Lead Plaintiff Deadline ...",https://www.benzinga.com/node/14977132,2019-12-11,BAX,benzinga,
171,4489,"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS BAX, CGC, GRUB, SEE ...",https://www.benzinga.com/node/14959834,2019-12-09,BAX,benzinga,
172,4490,"DEADLINE ALERT for DOMO, AFI, CGC, and BAX: Law Offices of Howard G. ...",https://www.benzinga.com/node/14956082,2019-12-09,BAX,benzinga,
173,4491,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Baxter ...,https://www.benzinga.com/node/14950894,2019-12-07,BAX,benzinga,
174,4492,"SHAREHOLDER ALERT: CLAIMSFILER REMINDS BAX, CGC, GRUB, PRU INVESTORS of Lead Plaintiff Deadline ...",https://www.benzinga.com/node/14950486,2019-12-06,BAX,benzinga,
175,4493,"Oakmark Fund Buys Humana Inc, DXC Technology Co, Concho Resources Inc, Sells Apple Inc, Texas ...",https://www.benzinga.com/node/14948661,2019-12-06,BAX,benzinga,
176,4494,SHAREHOLDER ALERT - Baxter International Inc. ...,https://www.benzinga.com/node/14947269,2019-12-06,BAX,benzinga,
177,4495,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Baxter International (BAX) Investors with ...",https://www.benzinga.com/node/14943473,2019-12-05,BAX,benzinga,
178,4496,"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS BAX, CGC, GRUB, SEE ...",https://www.benzinga.com/node/14935089,2019-12-04,BAX,benzinga,
179,4497,"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of BAX, ...",https://www.benzinga.com/node/14926833,2019-12-03,BAX,benzinga,
180,4498,"SHAREHOLDER ALERT: CLAIMSFILER REMINDS BAX, RUHN INVESTORS of Lead Plaintiff Deadline in Class ...",https://www.benzinga.com/node/14917465,2019-12-02,BAX,benzinga,
181,4499,"ROSEN, A HIGHLY RANKED FIRM, Announces Filing of Securities Class Action Lawsuit Against Baxter ...",https://www.benzinga.com/node/14917161,2019-12-02,BAX,benzinga,
182,4501,"BAX LOSS NOTICE: ROSEN, A LEADING LAW FIRM, Announces Filing of Securities Class Action Lawsuit ...",https://www.benzinga.com/node/14908880,2019-12-01,BAX,benzinga,
183,4504,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Baxter International (BAX) Investors with ...",https://www.benzinga.com/node/14908221,2019-11-30,BAX,benzinga,
184,4505,"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS BAX, CGC, GRUB, SEE ...",https://www.benzinga.com/node/14908019,2019-11-29,BAX,benzinga,
185,4506,INVESTOR ALERT - Baxter International Inc. ...,https://www.benzinga.com/node/14906239,2019-11-29,BAX,benzinga,
186,4508,"Hagens Berman, NATIONAL TRIAL ATTORNEYS, Encourages Baxter International (BAX) Investors with ...",https://www.benzinga.com/node/14891972,2019-11-26,BAX,benzinga,
187,4509,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Baxter ...,https://www.benzinga.com/node/14891669,2019-11-26,BAX,benzinga,
188,4510,"Kessler Topaz Meltzer & Check, LLP Files A Shareholder Class Action Lawsuit Against Baxter ...",https://www.benzinga.com/node/14882258,2019-11-25,BAX,benzinga,
189,4511,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Updates Baxter International (BAX) Investors – ...",https://www.benzinga.com/node/14882255,2019-11-25,BAX,benzinga,
