,headline,url,date,stock,website_name,article_body
9730,Jeb Bush's Wall Street Advantage,http://www.foxbusiness.com/business-leaders/2015/03/25/jeb-bush-wall-street-advantage/,2015-03-25,BLK,foxbusiness,
9734,Starbucks' Investors Mum on Race Relations Plan,http://www.foxbusiness.com/business-leaders/2015/03/23/starbucks-race-relations/,2015-03-23,BLK,foxbusiness,
9743,Nelson Peltz's Trian Partners: BNY Mellon CEO Keeps His Post,http://www.foxbusiness.com/industries/2015/03/12/nelson-peltzs-trian-partners-bny-mellon-chief-exec-keeps-his-post/,2015-03-12,BLK,foxbusiness,
9775,Davos: A Wasted Opportunity Amid Global Struggle,http://www.foxbusiness.com/economy-policy/2015/01/21/davos-wasted-opportunity-amid-global-struggle/,2015-01-21,BLK,foxbusiness,
9802,Making Money With Charles Payne: 01/02/15,http://www.foxbusiness.com/investing/2015/01/02/making-money-with-charles-payne-010214/,2015-01-02,BLK,foxbusiness,
9874,SEC Poised to End Staple for Some Money Funds,http://www.foxbusiness.com/markets/2014/07/23/seeking-to-ease-threats-sec-is-poised-to-end-1-share-for-some-riskier-money/,2014-07-22,BLK,foxbusiness,
9881,Citigroup Leads Parade of Bank Earnings Next Week,http://www.foxbusiness.com/economy-policy/2014/07/11/citigroup-leads-parade-bank-earnings-next-week/,2014-07-11,BLK,foxbusiness,
9893,Uber Becomes Most-Valuable Startup,http://www.foxbusiness.com/technology/2014/06/06/uber-becomes-most-valuable-startup-at-17-billion/,2014-06-06,BLK,foxbusiness,
9895,Uber Looking to Raise $500M at $12B Valuation?,http://www.foxbusiness.com/technology/2014/05/22/report-uber-looking-to-raise-500-million-at-12-billion-valuation/,2014-05-22,BLK,foxbusiness,
9908,Report: Investors to Buy NBA's Bucks for $550M,http://www.foxbusiness.com/industries/2014/04/16/report-hedge-fund-billionaires-to-buy-nba-bucks-for-550m/,2014-04-16,BLK,foxbusiness,
9909,TIAA-CREF to Buy Nuveen in $6.3B Deal,http://www.foxbusiness.com/industries/2014/04/14/tiaa-cref-to-buy-nuveen-investments-in-63b-deal/,2014-04-14,BLK,foxbusiness,
9910,Week Ahead: Loads of Bank Earnings,http://www.foxbusiness.com/economy-policy/2014/04/11/week-ahead-lots-bank-earnings/,2014-04-11,BLK,foxbusiness,
9911,Dropbox Recruits Condi Rice to Board of Directors,http://www.foxbusiness.com/business-leaders/2014/04/10/dropbox-recruits-condi-rice-to-board-directors/,2014-04-10,BLK,foxbusiness,
9912,Barclays' Knapp Jumps to BlackRock,http://www.foxbusiness.com/business-leaders/2014/04/08/barclays-knapp-jumps-to-blackrock-to-build-new-team/,2014-04-08,BLK,foxbusiness,
9913,BlackRock Shifts Executive Ranks,http://www.foxbusiness.com/industries/2014/04/07/blackrock-shakes-up-management-amid-succession-planning/,2014-04-07,BLK,foxbusiness,
9918,BlackRock's Fink: Focus on Long-Term Growth,http://www.foxbusiness.com/business-leaders/2014/03/26/blackrock-larry-fink-wants-focus-on-long-term-growth/,2014-03-26,BLK,foxbusiness,
9922,BlackRock Hires New Stock Investment Chief,http://www.foxbusiness.com/business-leaders/2014/03/17/jpmorgan-jones-jumps-to-blackrock-as-stock-investment-chief/,2014-03-17,BLK,foxbusiness,
11454,Making Money With Charles Payne: 04/23/15,http://www.foxbusiness.com/investing/2015/04/23/making-money-with-charles-payne-042315-1311621372/,2015-04-23,BSX,foxbusiness,
13288,Summer Stocks for Your Portfolio,http://www.foxbusiness.com/investing/2015/05/22/summer-stocks-for-your-portfolio/,2015-05-22,CAG,foxbusiness,
13293,The 'Organic' Game Is On,http://www.foxbusiness.com/industries/2015/05/15/organic-game-is-on/,2015-05-15,CAG,foxbusiness,
13295,Did Beyoncé and Jay-Z Kick Off a Vegan Craze?,http://www.foxbusiness.com/industries/2015/05/13/beyonce-and-jay-z-kick-off-vegan-craze/,2015-05-13,CAG,foxbusiness,
13459,ConAgra Swings to 4Q Loss on Private Label Weakness,http://www.foxbusiness.com/industries/2014/06/26/conagra-revenue-beats-estimates-as-commercial-food-sales-rise/,2014-06-26,CAG,foxbusiness,
13462,It Might be Time to Cash-In on Your Profits from Oil-Related Stocks,http://www.foxbusiness.com/investing/2014/06/20/it-might-be-time-to-cash-in-on-your-profits-from-oil-related-stocks/,2014-06-20,CAG,foxbusiness,
13469,ConAgra Cuts Fourth-Quarter Outlook,http://www.foxbusiness.com/industries/2014/06/18/conagra-estimates-fourth-qtr-profit-below-forecast/,2014-06-18,CAG,foxbusiness,
13483,ConAgra 3Q Profit Tops Estimates as Sales Climb,http://www.foxbusiness.com/industries/2014/03/20/conagra-quarterly-profit-beats-analysts-lowered-expectations/,2014-03-20,CAG,foxbusiness,
15539,Universal Health Services CEO: ObamaCare Ruling No Surprise,http://www.foxbusiness.com/business-leaders/2015/06/25/universal-health-services-ceo-obamacare-ruling-no-surprise/,2015-06-25,CI,foxbusiness,
15751,Making Money With Charles Payne: 11/24/14,http://www.foxbusiness.com/investing/2014/11/21/making-money-with-charles-payne-112414/,2014-11-21,CI,foxbusiness,
17539,"As Oil Plunges, Energy Sector Hits Wall Street",http://www.foxbusiness.com/markets/2015/08/03/us-stocks-on-pace-to-kick-off-week-step-lower/,2015-08-03,CLX,foxbusiness,
17599,Making Money With Charles Payne: 04/24/15,http://www.foxbusiness.com/investing/2015/04/24/making-money-with-charles-payne-042415/,2015-04-24,CLX,foxbusiness,
17650,Making Money With Charles Payne: 02/04/15,http://www.foxbusiness.com/investing/2015/02/04/making-money-with-charles-payne-020415/,2015-02-04,CLX,foxbusiness,
17665,Making Money With Charles Payne: 01/30/15,http://www.foxbusiness.com/investing/2015/02/02/making-money-with-charles-payne-013015/,2015-02-02,CLX,foxbusiness,
17702,Making Money With Charles Payne: 11/17/14,http://www.foxbusiness.com/investing/2014/11/17/making-money-with-charles-payne-111714/,2014-11-17,CLX,foxbusiness,
17721,Making Money With Charles Payne: 10/08/14,http://www.foxbusiness.com/investing/2014/10/09/making-money-with-charles-payne-100814/,2014-10-09,CLX,foxbusiness,
17723,Making Money With Charles Payne: 10/0614,http://www.foxbusiness.com/investing/2014/10/06/making-money-with-charles-payne-100614/,2014-10-06,CLX,foxbusiness,
19333,Centene to expand ObamaCare presence while other insurers flee,http://www.foxbusiness.com/markets/2017/06/13/centene-to-expand-obamacare-presence-while-other-insurers-flee.html?cmpid=prn_benz,2017-06-13,CNC,foxbusiness,"While many insurers are debating whether to participate in the ObamaCare marketplace at all in 2018, one health insurance company – Centene (NYSE:CNC) – said Tuesday it will expand its offerings in the coming year despite marketplace instability and policy uncertainties.""Centene recognizes there is uncertainty of new healthcare legislation, but we are well positioned to continue providing accessible, high quality and culturally-sensitive healthcare services to our members,"" Michael F. Neidorff, Centene CEO, said in a statement Tuesday. ""Centene has demonstrated disciplined execution, agility and capacity to successfully navigate industry changes to the benefit of our members, customers and shareholders.""In 2018 Centene will enter three new state markets: Kansas, Missouri and Nevada. It will also expand service in six of its existing markets: Florida, Georgia, Indiana, Ohio, Texas and Washington.The company has been expanding its footprint under the Affordable Care Act steadily over recent years and says it served 1.2 million members on the ObamaCare marketplace as of March, doubling its consumer base from December 2016.Centene, however, is bucking a widespread trend in the insurance marketplace, where companies have fled over policy uncertainty and rising costs. Already this year, Aetna (NYSE:AET) and Humana (NYSE:HUM) announced they would not be offering coverage for customers on the marketplace in 2018, citing instability and the damaging costs of exchange participation.More on this...Anthem to exit ObamaCare marketplace in OhioAnthem weighing ObamaCare exit as uncertainty growsBlue Cross Blue Shield of Kansas City pulls out of ObamaCareA big source of tension for insurers is whether the government will continue to fund cost-sharing reduction (CSR) subsidies, or subsidies paid to health insurers for discounted care provided to low income individuals. Republicans have alleged the subsidies are unconstitutional and the matter has been taken up in the courts. However, the Trump administration delayed a ruling on CSRs last month and has committed to continuing to fund the subsidies until a decision is reached.In the meantime, the GOP is attempting to advance its effort to repeal and replace the Affordable Care Act, which passed the House of Representatives last month and will be sent next to the Senate for amendments and another round of voting."
21328,United Airlines CEO Suffers Heart Attack,http://www.foxbusiness.com/business-leaders/2015/10/16/united-airlines-ceo-suffers-heart-attack/,2015-10-16,CSX,foxbusiness,
21493,Will New Safety Rules Prevent More Oil Train Accidents?,http://www.foxbusiness.com/industries/2015/05/12/will-new-safety-rules-derail-increasing-oil-train-accidents/,2015-05-12,CSX,foxbusiness,
21513,Making Money With Charles Payne: 04/24/15,http://www.foxbusiness.com/investing/2015/04/24/making-money-with-charles-payne-042415/,2015-04-24,CSX,foxbusiness,
21522,Making Money With Charles Payne: 04/17/15,http://www.foxbusiness.com/investing/2015/04/17/making-money-with-charles-payne-041715/,2015-04-17,CSX,foxbusiness,
21528,Making Money With Charles Payne: 04/15/15,http://www.foxbusiness.com/investing/2015/04/15/making-money-with-charles-payne-041515/,2015-04-15,CSX,foxbusiness,
21608,Making Money With Charles Payne: 01/27/15,http://www.foxbusiness.com/investing/2015/01/27/making-money-with-charles-payne-012715/,2015-01-27,CSX,foxbusiness,
21627,Want to Know What's Ahead? Listen to What Rail is Saying,http://www.foxbusiness.com/industries/2015/01/14/want-to-know-what-ahead-listen-to-what-rail-is-telling-us/,2015-01-14,CSX,foxbusiness,
21688,Making Money With Charles Payne: 10/22/14,http://www.foxbusiness.com/investing/2014/10/22/making-money-with-charles-payne-102214/,2014-10-22,CSX,foxbusiness,
21698,Weaker IBM Earnings Weigh on Stocks,http://www.foxbusiness.com/markets/2014/10/20/us-equity-futures-higher-ahead-earnings-deluge/,2014-10-20,CSX,foxbusiness,
21703,Weak Economic Data Slams Wall Street,http://www.foxbusiness.com/markets/2014/10/15/futures-flat-ahead-retail-sales-data/,2014-10-15,CSX,foxbusiness,
21708,Making Money With Charles Payne: 10/14/14,http://www.foxbusiness.com/investing/2014/10/14/making-money-with-charles-payne-101414/,2014-10-14,CSX,foxbusiness,
21712,Making Money With Charles Payne: 10/13/14,http://www.foxbusiness.com/investing/2014/10/14/making-money-with-charles-payne-101314/,2014-10-13,CSX,foxbusiness,
21736,Frigid Winter Fuels Rail Shipments of Coal,http://www.foxbusiness.com/industries/2014/07/25/frigid-winter-fuels-rail-shipments-coal/,2014-07-25,CSX,foxbusiness,
21738,Unorthodox Metrics Show the Economy is Chugging Along,http://www.foxbusiness.com/investing/2014/07/23/unorthodox-economic-gauges-show-economy-is-chugging-along/,2014-07-23,CSX,foxbusiness,
21763,Dow Transports Drive to New Highs,http://www.foxbusiness.com/markets/2014/05/28/dow-transports-drive-to-new-highs/,2014-05-28,CSX,foxbusiness,
21764,"Dow Transports Slump on Profit Taking, Economic Worries",http://www.foxbusiness.com/markets/2014/05/14/dow-transports-slump-on-profit-taking-economic-worries/,2014-05-14,CSX,foxbusiness,
21769,Norfolk Southern Earnings Drop Amid Coal Weakness,http://www.foxbusiness.com/industries/2014/04/23/norfolk-southern-earnings-drop-amid-coal-weakness/,2014-04-23,CSX,foxbusiness,
24223,Could Dow 16K Be on the Way?,http://www.foxbusiness.com/investing/2014/08/08/markets-ends-in-flat-week/,2014-08-08,D,foxbusiness,
24226,Wall Street Finally Breaks Out,http://www.foxbusiness.com/investing/2014/07/03/wall-street-finally-breaks-out/,2014-07-03,D,foxbusiness,
25409,Financial Stocks Look Great in Market Mayhem,http://www.foxbusiness.com/investing/2015/09/02/stock-slide-can-be-silver-lining-for-financial-stocks/,2015-09-02,DFS,foxbusiness,
25628,College Students: Don't Count on Bank of Mom and Dad,http://www.foxbusiness.com/personal-finance/2014/06/26/college-students-dont-count-on-bank-mom-and-dad/,2014-06-26,DFS,foxbusiness,
27323,Spinoffs Will Drive M&A Decisions in '16,http://www.foxbusiness.com/markets/2015/12/31/pre-planned-divestitures-will-drive-ma-decisions-in-16/,2015-12-31,DOW,foxbusiness,
27324,Pre-Planned Spinoffs Will Drive M&A Decisions in '16,http://www.foxbusiness.com/markets/2015/12/31/pre-planned-divestitures-will-drive-ma-decisions-in-16/,2015-12-31,DOW,foxbusiness,
27365,Oil's Plunge Sends Markets Reeling,http://www.foxbusiness.com/markets/2015/12/11/oils-plunge-sends-markets-reeling-on-oversupply-worries/,2015-12-11,DOW,foxbusiness,
27375,"Stocks Set for Sharp Weekly Drop, Energy, Materials Drag",http://www.foxbusiness.com/markets/2015/12/11/futures-slightly-higher-china-stocks-drop/,2015-12-11,DOW,foxbusiness,
27386,Volatile Session Ends in Red as Oil Falls,http://www.foxbusiness.com/markets/2015/12/09/us-futures-rise-china-stocks-inch-up/,2015-12-09,DOW,foxbusiness,
27474,"GMOs: The Good, The Bad, and The Really Ugly",http://www.foxbusiness.com/personal-finance/2015/09/22/truth-about-gmos-good-bad-and-really-ugly/,2015-09-22,DOW,foxbusiness,
27765,Making Money With Charles Payne: 12/11/14,http://www.foxbusiness.com/investing/2014/12/11/making-money-with-charles-payne-121114/,2014-12-11,DOW,foxbusiness,
27776,"Stocks Rally on China Rate Cut, Dovish Draghi",http://www.foxbusiness.com/markets/2014/11/21/us-stocks-futures-rally-on-chinese-rate-cuts-dovish-draghi/,2014-11-21,DOW,foxbusiness,
27783,Dow Chemical Exec Inspires Girls Through STEM,http://www.foxbusiness.com/business-leaders/2014/11/14/dow-chemical-exec-inspires-through-stem-education/,2014-11-14,DOW,foxbusiness,
27785,"Where's Your Dividend, Warren Buffett?",http://www.foxbusiness.com/markets/2014/11/13/where-your-dividend-warren-buffett/,2014-11-13,DOW,foxbusiness,
27823,Making Money With Charles Payne: 08/29/14,http://www.foxbusiness.com/investing/2014/09/03/making-money-with-charles-payne-08214/,2014-09-03,DOW,foxbusiness,
27846,Dow Chemical to Break Ground on Major TX Facility,http://www.foxbusiness.com/industries/2014/06/25/dow-chemical-to-break-ground-on-major-texas-plastics-facility/,2014-06-25,DOW,foxbusiness,
27859,PetroLogistics Taken Private in $2.1B Deal,http://www.foxbusiness.com/industries/2014/05/28/petrologistics-taken-private-in-21b-deal/,2014-05-28,DOW,foxbusiness,
30117,Wall Street Erases Steep Losses,http://www.foxbusiness.com/markets/2015/07/07/futures-higher-with-greece-trade-data-in-focus/,2015-07-07,DUK,foxbusiness,
30143,KPMG Summit Aims to Put More Women in the C-Suite,http://www.foxbusiness.com/business-leaders/2015/06/11/kpmg-summit-aims-to-put-more-women-in-c-suite/,2015-06-11,DUK,foxbusiness,
30305,Making Money With Charles Payne: 11/24/14,http://www.foxbusiness.com/investing/2014/11/21/making-money-with-charles-payne-112414/,2014-11-21,DUK,foxbusiness,
30406,Duke Energy Swings to 1Q Loss on Writedown,http://www.foxbusiness.com/industries/2014/05/07/duke-energy-swings-to-1q-loss-on-write-down/,2014-05-07,DUK,foxbusiness,
32011,Will Madden NFL 18 score for Electronic Arts?,http://www.foxbusiness.com/features/2017/08/24/will-madden-nfl-18-score-for-electronic-arts.html?cmpid=prn_benz,2017-08-24,EA,foxbusiness,"A slight downtick in expert review scores for this year’s edition of the “Madden NFL” video game could impede sales for Electronic Arts’ (NASDAQ:EA) flagship franchise, but not enough to spook investors, according to one analyst.“Madden NFL 18” garnered an average “Metacritic” rating of 80.5, with reviewers touting the addition of cinematic “Longshot” story made and improved graphics. However, that rating, while solid, is down slightly from the 83.5 mark that last year’s game achieved, as well as the “Madden” franchise’s 10-year average of 82, PiperJaffray research analyst Michael Olson wrote in an Aug. 22 note to investors.“While some investors may be expecting a year-over-year uptick in Madden sales, we remain comfortable with our estimate for 5.5 million units (flat year-over-year). … Overall, we think the lower metacritic scores for Madden this year are not a material negative, but suggest the title is unlikely to be a source of revenue outperformance,” Olson wrote.More on this...NFL, Electronic Arts launch ‘Madden 18’ video game tournamentColin Kaepernick supporters to protest outside NFL headquartersKaepernick supporters to protest outside NFL headquarters in New YorkESPN under fire for pulling announcer from UVA gameThis year’s game is the 29th installment of the “Madden” franchise and features New England Patriots quarterback Tom Brady as its cover athlete. The “Longshot” story mode – the first of its kind for Madden – features voice-acting from Academy Award-winning actor Mahershala Ali.Aside from the new game mode, Electronic Arts recently announced the launch of “Madden NFL Club Championship,” an online eSports tournament involving all 32 NFL teams. Olson argues Madden sales totals could exceed expectations given the buzz around the “Longshot” and a potential “marketing halo” from the competitive gaming initiative.Strong console sales could also drive digital revenue from Madden “Ultimate Team,” a game mode that allows players to buy card packs and items to customize their teams, Olson added.Electronic Arts gave a lukewarm sales forecast for its current fiscal quarter last July, projecting revenue of $1.16 billion, below analyst expectations. Both Madden and the popular “FIFA” soccer franchise are set to release their latest versions this quarter.However, the video game company is enjoying a strong 2017, with shares rising nearly 50% since January."
32537,"Stocks Climb Back, Oil Prices Shed Gains",http://www.foxbusiness.com/markets/2015/10/07/futures-jump-asian-shares-hit-seven-week-high/,2015-10-07,EA,foxbusiness,
32545,Women Soccer Players May Kick Up Sales of FIFA '16,http://www.foxbusiness.com/industries/2015/09/22/women-soccer-players-may-kick-up-sales-fifa-16/,2015-09-22,EA,foxbusiness,
34036,Playing Snow and Cold Pain for Quick Gains,http://www.foxbusiness.com/industries/2015/02/02/playing-snow-and-cold-pain-for-quick-gains/,2015-02-02,ED,foxbusiness,
34043,Making Money With Charles Payne: 01/27/15,http://www.foxbusiness.com/investing/2015/01/27/making-money-with-charles-payne-012715/,2015-01-27,ED,foxbusiness,
35712,Making Money With Charles Payne: 05/12/15,http://www.foxbusiness.com/investing/2015/05/12/making-money-with-charles-payne-051215/,2015-05-12,EW,foxbusiness,
35858,Making Money With Charles Payne: 10/10/14,http://www.foxbusiness.com/investing/2014/10/10/making-money-with-charles-payne-100814/,2014-10-10,EW,foxbusiness,
41992,FBN Announces Moderators for GOP Primary Debates,http://www.foxbusiness.com/industries/2016/01/05/fox-business-network-announces-moderators-for-gop-primary-debates-on-jan-14/,2016-01-05,FOXA,foxbusiness,
55111,Making Money With Charles Payne: 01/23/15,http://www.foxbusiness.com/investing/2015/01/23/making-money-with-charles-payne-012315/,2015-01-23,KMB,foxbusiness,
56813,"Kim Kardashian West gets birthday wish, a Kroger supermarket all to herself—for free",http://www.foxbusiness.com/features/2017/11/16/kim-kardashian-west-gets-birthday-wish-kroger-supermarket-all-to-herself-for-free.html?cmpid=prn_benz,2017-11-16,KR,foxbusiness,"Kroger Co. (NYSE:KR) tells FOX Business that it’s trying to close one of its California-based Ralphs grocery stores so Kim Kardashian West can go shopping for an hour in peace.And it won't cost the reality star a penny—except for the groceries.A spokesperson for Kroger says they heard about the star’s birthday wish on The Ellen Show Wednesday when she told host Ellen DeGeneres that all she wants is to buy groceries without getting mobbed.“What I really asked for my birthday, you guys — this sounds so crazy and it might be really bratty, and unrelatable, so I'm sorry — but I asked for, I said, ‘Can someone just rent out Ralphs for me for one hour?’” Kardashian West said.Kroger says it's working on contacting Kardashian West's team to offer the private shopping session for free.More on this...How this style startup got Kim Kardashian West as an advisorThe now 37-year-old says she loves going grocery shopping but hasn’t had the opportunity to go in “years” because of her celebrity status.“I just want to go to Ralphs with my kid in the cart and go through every aisle,” she added.The last time the “Keeping Up with the Kardashians” star was seen at a grocery store was in 2015 at Amazon’s (NASDAQ:AMAZN) Whole Foods with her then six-year-old nephew, Mason.It's been too long,@KimKardashian! Just let us know when and where you and@TheEllenShowwant to shop, and the store is all yours. We've got a cart with your name on it 😉— Ralphs Grocery (@RalphsGrocery)November 16, 2017"
56830,Kroger shares rise as company says it is mulling sale of convenience stores,http://www.foxbusiness.com/markets/2017/10/11/kroger-shares-rise-as-company-says-it-is-mulling-sale-convenience-stores.html?cmpid=prn_benz,2017-10-11,KR,foxbusiness,"U.S. grocer Kroger (NYSE:KR) said on Wednesday that it is considering a potential sale of its convenience store business, which includes franchises such as KwikShop and QuickStop.Kroger operates 784 convenience stores across 18 states and employs 11,000 people, according to the company. In 2016, Kroger’s said this unit of its business generated $1.4 billion.""Our convenience stores are strong, successful and growing with the potential to grow even more,"" said Mike Schlotman, Kroger's executive vice president and CFO, in a press release. ""We want to look at all options to ensure this part of the business is meeting its full potential. Considering the current premium multiples for convenience stores, we feel it is our obligation as a management team to undertake this review.""Kroger said it has begun exploring “strategic alternatives” for its convenience store unit because it has determined these assets “are potentially of more value outside of the company than as part of Kroger.” The company has hired Goldman Sachs to help guide it through the decision-making process.The announcement comes amid increased competition in the grocery aisle from Whole Foods (NYSE:WFM), which was taken over by tech giant Amazon (NASDAQ:AMZN) this year, and Wal-mart (NYSE:WMT), which is expanding pick-up options for its grocery division.Shares of Kroger rose as much as 6% on the news, but were up about 3% as of mid-morning on Wednesday."
57616,Invest in Companies that Only Sell in the U.S.?,http://www.foxbusiness.com/investing/2015/09/04/invest-in-companies-that-only-sell-in-us/,2015-09-04,KR,foxbusiness,
57799,Making Money With Charles Payne: 04/20/15,http://www.foxbusiness.com/investing/2015/04/20/making-money-with-charles-payne-042015/,2015-04-20,KR,foxbusiness,
57868,Making Money With Charles Payne: 03/05/15,http://www.foxbusiness.com/investing/2015/03/06/making-money-with-charles-payne-030515/,2015-03-06,KR,foxbusiness,
58100,A 'Big and Strong' Stock Play,http://www.foxbusiness.com/investing/2014/11/07/big-and-strong-stock-play/,2014-11-07,KR,foxbusiness,
58128,Making Money With Charles Payne: 10/07/14,http://www.foxbusiness.com/investing/2014/10/07/making-money-with-charles-payne-100714/,2014-10-07,KR,foxbusiness,
58177,A Stock Play to Help You Sleep at Night,http://www.foxbusiness.com/investing/2014/07/17/energy-and-defensive-stock-plays-for-right-now/,2014-07-17,KR,foxbusiness,
58196,Mid-Market Report: Kroger Buys Online Retailer Vitacost,http://www.foxbusiness.com/markets/2014/07/07/mid-market-report-kroger-buys-online-retailer-vitacost/,2014-07-07,KR,foxbusiness,
58202,It's Not Just Consumers Getting Pinched by Higher Prices,http://www.foxbusiness.com/economy-policy/2014/07/02/its-not-just-consumers-getting-pinched-by-higher-prices/,2014-07-02,KR,foxbusiness,
58220,Harris Teeter Buy Helps Kroger Post 1Q Beat,http://www.foxbusiness.com/industries/2014/06/19/kroger-profit-beats-estimates-helped-by-harris-teeter-buy/,2014-06-19,KR,foxbusiness,
58242,From Dog House to Nut House,http://www.foxbusiness.com/business-leaders/2014/05/23/from-dog-house-to-nut-house/,2014-05-23,KR,foxbusiness,
60610,Making Money With Charles Payne: 01/14/15,http://www.foxbusiness.com/investing/2015/01/14/making-money-with-charles-payne-011415/,2015-01-14,LEN,foxbusiness,
60678,Making Money With Charles Payne: 11/18/14,http://www.foxbusiness.com/investing/2014/11/18/making-money-with-charles-payne-111814/,2014-11-18,LEN,foxbusiness,
